trial,prob,p,P,S,alpha,lambda
62,0.9629876838624799,0.2,50,20,2,0.5
63,0.9648960319481384,0.2,50,20,2,0.5
64,0.9667052872666704,0.2,50,20,2,0.5
65,0.9684205588801384,0.2,50,20,2,0.5
66,0.9700467179777965,0.2,50,20,2,0.5
67,0.9715884047499798,0.2,50,20,2,0.5
68,0.9730500353166974,0.2,50,20,2,0.5
69,0.9744358087677629,0.2,50,20,2,0.5
70,0.9757497143458593,0.2,50,20,2,0.5
71,0.9769955387828031,0.2,50,20,2,0.5
72,0.9781768737821507,0.2,50,20,2,0.5
73,0.9792971236278933,0.2,50,20,2,0.5
74,0.9803595128889516,0.2,50,20,2,0.5
75,0.9813670941821598,0.2,50,20,2,0.5
76,0.9823227559520546,0.2,50,20,2,0.5
77,0.9832292302236805,0.2,50,20,2,0.5
78,0.9840891002844503,0.2,50,20,2,0.5
79,0.9849048082525056,0.2,50,20,2,0.5
80,0.9856786624916825,0.2,50,20,2,0.5
81,0.986412844836823,0.2,50,20,2,0.5
82,0.9871094175974824,0.2,50,20,2,0.5
83,0.9877703303128534,0.2,50,20,2,0.5
84,0.9883974262357216,0.2,50,20,2,0.5
85,0.988992448528315,0.2,50,20,2,0.5
86,0.9895570461578543,0.2,50,20,2,0.5
87,0.9900927794843186,0.2,50,20,2,0.5
88,0.9906011255373268,0.2,50,20,2,0.5
89,0.9910834829830157,0.2,50,20,2,0.5
90,0.9915411767853259,0.2,50,20,2,0.5
91,0.9919754625691544,0.2,50,20,2,0.5
92,0.9923875306953931,0.2,50,20,2,0.5
93,0.992778510059939,0.2,50,20,2,0.5
94,0.9931494716303613,0.2,50,20,2,0.5
95,0.9935014317350672,0.2,50,20,2,0.5
96,0.9938353551205519,0.2,50,20,2,0.5
97,0.9941521577926931,0.2,50,20,2,0.5
98,0.9944527096581052,0.2,50,20,2,0.5
99,0.9947378369813352,0.2,50,20,2,0.5
100,0.9950083246732199,0.2,50,20,2,0.5
0,0,0.3,50,20,2,0.5
1,0.07941297965537397,0.3,50,20,2,0.5
2,0.15251685739848542,0.3,50,20,2,0.5
3,0.2198062466083609,0.3,50,20,2,0.5
4,0.2817335555500403,0.3,50,20,2,0.5
5,0.33871388168045546,0.3,50,20,2,0.5
6,0.39112931637978576,0.3,50,20,2,0.5
7,0.4393325916822701,0.3,50,20,2,0.5
8,0.48365015753100304,0.3,50,20,2,0.5
9,0.5243847998880335,0.3,50,20,2,0.5
10,0.5618178741261848,0.3,50,20,2,0.5
11,0.5962111897252806,0.3,50,20,2,0.5
12,0.62780856504313,0.3,50,20,2,0.5
13,0.6568370753616655,0.3,50,20,2,0.5
14,0.6835080334986161,0.3,50,20,2,0.5
15,0.7080177589553365,0.3,50,20,2,0.5
16,0.7305482014533852,0.3,50,20,2,0.5
17,0.7512674850717568,0.3,50,20,2,0.5
18,0.7703304309340392,0.3,50,20,2,0.5
19,0.7878791023771413,0.3,50,20,2,0.5
20,0.8040434001281751,0.3,50,20,2,0.5
21,0.8189417191323635,0.3,50,20,2,0.5
22,0.832681665315627,0.3,50,20,2,0.5
23,0.8453608207624201,0.3,50,20,2,0.5
24,0.8570675397588435,0.3,50,20,2,0.5
25,0.8678817555404461,0.3,50,20,2,0.5
26,0.8778757777203271,0.3,50,20,2,0.5
27,0.88711506246656735,0.3,50,20,2,0.5
28,0.895658940785787,0.3,50,20,2,0.5
29,0.9035612941004207,0.3,50,20,2,0.5
30,0.9108711701787675,0.3,50,20,2,0.5
31,0.9176333360401413,0.3,50,20,2,0.5
32,0.9238887675011925,0.3,50,20,2,0.5
33,0.9296750774542152,0.3,50,20,2,0.5
34,0.9350268867579294,0.3,50,20,2,0.5
35,0.9399761428164504,0.3,50,20,2,0.5
36,0.9445523915977103,0.3,50,20,2,0.5
37,0.9487830090897953,0.3,50,20,2,0.5
38,0.9526933981075267,0.3,50,20,2,0.5
39,0.9563071560323998,0.3,50,20,2,0.5
40,0.9596462185769411,0.3,50,20,2,0.5
41,0.9627309840774418,0.3,50,20,2,0.5
42,0.9655804221913497,0.3,50,20,2,0.5
43,0.9682121702491332,0.3,50,20,2,0.5
44,0.9706426199153618,0.3,50,20,2,0.5
45,0.9728869962703214,0.3,50,20,2,0.5
46,0.9749594309437324,0.3,50,20,2,0.5
47,0.9768730305215257,0.3,50,20,2,0.5
48,0.9786399411056442,0.3,50,20,2,0.5
49,0.9802714096323706,0.3,50,20,2,0.5
50,0.9817778423411665,0.3,50,20,2,0.5
51,0.9831688606264133,0.3,50,20,2,0.5
52,0.9844533543910248,0.3,50,20,2,0.5
53,0.9856395329457683,0.3,50,20,2,0.5
54,0.9867349734537069,0.3,50,20,2,0.5
55,0.9877466668984569,0.3,50,20,2,0.5
56,0.9886810615517327,0.3,50,20,2,0.5
57,0.9895441039245607,0.3,50,20,2,0.5
58,0.990341277203141,0.3,50,20,2,0.5
59,0.9910776371910256,0.3,50,20,2,0.5
60,0.9917578458012948,0.3,50,20,2,0.5
61,0.9923862021637003,0.3,50,20,2,0.5
62,0.9929666714308808,0.3,50,20,2,0.5
63,0.9935029113838605,0.3,50,20,2,0.5
64,0.9939982969496426,0.3,50,20,2,0.5
65,0.9944559427526776,0.3,50,20,2,0.5
66,0.9948787238274481,0.3,50,20,2,0.5
67,0.995269294621644,0.3,50,20,2,0.5
68,0.9956301064188218,0.3,50,20,2,0.5
69,0.995963423306497,0.3,50,20,2,0.5
70,0.996271336810799,0.3,50,20,2,0.5
71,0.9965557793125818,0.3,50,20,2,0.5
72,0.9968185363526728,0.3,50,20,2,0.5
73,0.9970612579261343,0.3,50,20,2,0.5
74,0.9972854688573408,0.3,50,20,2,0.5
75,0.9974925783396177,0.3,50,20,2,0.5
76,0.9976838887153412,0.3,50,20,2,0.5
77,0.9978606035649462,0.3,50,20,2,0.5
78,0.9980238351663191,0.3,50,20,2,0.5
79,0.9981746113796525,0.3,50,20,2,0.5
80,0.9983138820070295,0.3,50,20,2,0.5
81,0.9984425246708011,0.3,50,20,2,0.5
82,0.9985613502501974,0.3,50,20,2,0.5
83,0.9986711079115471,0.3,50,20,2,0.5
84,0.9987724897639211,0.3,50,20,2,0.5
85,0.9988661351689179,0.3,50,20,2,0.5
86,0.9989526347306179,0.3,50,20,2,0.5
87,0.9990325339894016,0.3,50,20,2,0.5
88,0.9991063368412975,0.3,50,20,2,0.5
89,0.9991745087027558,0.3,50,20,2,0.5
90,0.9992374794391949,0.3,50,20,2,0.5
91,0.9992956460742961,0.3,50,20,2,0.5
92,0.9993493752957974,0.3,50,20,2,0.5
93,0.9993990057724434,0.3,50,20,2,0.5
94,0.9994448502957403,0.3,50,20,2,0.5
95,0.9994871977592531,0.3,50,20,2,0.5
96,0.9995263149873321,0.3,50,20,2,0.5
97,0.9995624484243586,0.3,50,20,2,0.5
98,0.9995958256948637,0.3,50,20,2,0.5
99,0.99962665704417,0.3,50,20,2,0.5
100,0.9996551366685487,0.3,50,20,2,0.5
0,0,0.4,50,20,2,0.5
1,0.10587943505952158,0.4,50,20,2,0.5
2,0.2005097697511724,0.4,50,20,2,0.5
3,0.2850319719263831,0.4,50,20,2,0.5
4,0.36048490424521185,0.4,50,20,2,0.5
5,0.42781302995842907,0.4,50,20,2,0.5
6,0.48787302757597506,0.4,50,20,2,0.5
7,0.5414405531609026,0.4,50,20,2,0.5
8,0.5892168420730628,0.4,50,20,2,0.5
9,0.6318347124423991,0.4,50,20,2,0.5
10,0.6698638340700369,0.4,50,20,2,0.5
11,0.7038153918778087,0.4,50,20,2,0.5
12,0.7341463797550427,0.4,50,20,2,0.5
13,0.7612637389481428,0.4,50,20,2,0.5
14,0.7855284718595593,0.4,50,20,2,0.5
15,0.8072597709923551,0.4,50,20,2,0.5
16,0.8267391328986459,0.4,50,20,2,0.5
17,0.8442143873515484,0.4,50,20,2,0.5
18,0.8599035596757784,0.4,50,20,2,0.5
19,0.8739984913981185,0.4,50,20,2,0.5
20,0.8866681626577956,0.4,50,20,2,0.5
21,0.8980616821992707,0.4,50,20,2,0.5
22,0.9083109324736437,0.4,50,20,2,0.5
23,0.917532875653432,0.4,50,20,2,0.5
24,0.9258315400535572,0.4,50,20,2,0.5
25,0.9332997154518538,0.4,50,20,2,0.5
26,0.9400203906426374,0.4,50,20,2,0.5
27,0.9460679680559123,0.4,50,20,2,0.5
28,0.9515092893206181,0.4,50,20,2,0.5
29,0.9564045030668566,0.4,50,20,2,0.5
30,0.9608078027423083,0.4,50,20,2,0.5
31,0.9647680583013555,0.4,50,20,2,0.5
32,0.9683293617014586,0.4,50,20,2,0.5
33,0.9715315024685918,0.4,50,20,2,0.5
34,0.9744103863239255,0.4,50,20,2,0.5
35,0.9769984070679327,0.4,50,20,2,0.5
36,0.9793247796080763,0.4,50,20,2,0.5
37,0.981415840165996,0.4,50,20,2,0.5
38,0.9832953182606081,0.4,50,20,2,0.5
39,0.9849845839745909,0.4,50,20,2,0.5
40,0.9865028732105197,0.4,50,20,2,0.5
41,0.9878674930694391,0.4,50,20,2,0.5
42,0.9890940090851604,0.4,50,20,2,0.5
43,0.9901964157761161,0.4,50,20,2,0.5
44,0.9911872917956164,0.4,50,20,2,0.5
45,0.9920779408412616,0.4,50,20,2,0.5
46,0.9928785194026977,0.4,50,20,2,0.5
47,0.9935981523676843,0.4,50,20,2,0.5
48,0.9942450374584154,0.4,50,20,2,0.5
49,0.9948265394260312,0.4,50,20,2,0.5
50,0.9953492748870922,0.4,50,20,2,0.5
51,0.9958191886394127,0.4,50,20,2,0.5
52,0.996241622245487,0.4,50,20,2,0.5
53,0.9966213756201272,0.4,50,20,2,0.5
54,0.9969627623056915,0.4,50,20,2,0.5
55,0.9972696590644852,0.4,50,20,2,0.5
56,0.997545550364629,0.4,50,20,2,0.5
57,0.9977935682838645,0.4,50,20,2,0.5
58,0.9980165283062216,0.4,50,20,2,0.5
59,0.998216961439771,0.4,50,20,2,0.5
60,0.9983971430402462,0.4,50,20,2,0.5
61,0.99855911868535,0.4,50,20,2,0.5
62,0.9987047274081242,0.4,50,20,2,0.5
63,0.9988356225648105,0.4,50,20,2,0.5
64,0.998953290583016,0.4,50,20,2,0.5
65,0.9990590678095116,0.4,50,20,2,0.5
66,0.9991541556534012,0.4,50,20,2,0.5
67,0.9992396341994244,0.4,50,20,2,0.5
68,0.9993164744475592,0.4,50,20,2,0.5
69,0.9993855493185829,0.4,50,20,2,0.5
70,0.9994476435506243,0.4,50,20,2,0.5
71,0.9995034625987426,0.4,50,20,2,0.5
72,0.9995536406380284,0.4,50,20,2,0.5
73,0.9995987477604423,0.4,50,20,2,0.5
74,0.9996392964464373,0.4,50,20,2,0.5
75,0.9996757473842273,0.4,50,20,2,0.5
76,0.9997085147022275,0.4,50,20,2,0.5
77,0.9997379706736277,0.4,50,20,2,0.5
78,0.9997644499461507,0.4,50,20,2,0.5
79,0.9997882533447555,0.4,50,20,2,0.5
80,0.9998096512902649,0.4,50,20,2,0.5
81,0.9998288868726036,0.4,50,20,2,0.5
82,0.9998461786134668,0.4,50,20,2,0.5
83,0.9998617229497465,0.4,50,20,2,0.5
84,0.9998756964659062,0.4,50,20,2,0.5
85,0.9998882579006615,0.4,50,20,2,0.5
86,0.9998995499507717,0.4,50,20,2,0.5
87,0.9999097008924571,0.4,50,20,2,0.5
88,0.9999188260388795,0.4,50,20,2,0.5
89,0.999927029050269,0.4,50,20,2,0.5
90,0.9999344031116011,0.4,50,20,2,0.5
91,0.9999410319912225,0.4,50,20,2,0.5
92,0.9999469909924663,0.4,50,20,2,0.5
93,0.9999523478090813,0.4,50,20,2,0.5
94,0.9999571632942033,0.4,50,20,2,0.5
95,0.9999614921516102,0.4,50,20,2,0.5
96,0.9999653835571203,0.4,50,20,2,0.5
97,0.9999688817171938,0.4,50,20,2,0.5
98,0.9999720263710878,0.4,50,20,2,0.5
99,0.9999748532422692,0.4,50,20,2,0.5
100,0.9999773944442123,0.4,50,20,2,0.5
0,0,0.5,50,20,2,0.5
1,0.13230908739480018,0.5,50,20,2,0.5
2,0.24683554340350566,0.5,50,20,2,0.5
3,0.34591836482185245,0.5,50,20,2,0.5
4,0.43162891599358777,0.5,50,20,2,0.5
5,0.5057806793217658,0.5,50,20,2,0.5
6,0.569954476144348,0.5,50,20,2,0.5
7,0.625524532071234,0.5,50,20,2,0.5
8,0.6736817933066269,0.5,50,20,2,0.5
9,0.7154546778755471,0.5,50,20,2,0.5
10,0.7517280619871693,0.5,50,20,2,0.5
11,0.7832609715567437,0.5,50,20,2,0.5
12,0.8107030644190427,0.5,50,20,2,0.5
13,0.8346097851258831,0.5,50,20,2,0.5
14,0.8554560371512197,0.5,50,20,2,0.5
15,0.8736482737772854,0.5,50,20,2,0.5
16,0.8895349962630096,0.5,50,20,2,0.5
17,0.9034157287994754,0.5,50,20,2,0.5
18,0.9155485981457305,0.5,50,20,2,0.5
19,0.9261566788370136,0.5,50,20,2,0.5
20,0.9354332761537109,0.5,50,20,2,0.5
21,0.9435463145903312,0.5,50,20,2,0.5
22,0.9506419852743778,0.5,50,20,2,0.5
23,0.956847786491373,0.5,50,20,2,0.5
24,0.9622750706740921,0.5,50,20,2,0.5
25,0.9670211911774707,0.5,50,20,2,0.5
26,0.9711713241669643,0.5,50,20,2,0.5
27,0.9748000255668341,0.5,50,20,2,0.5
28,0.9779725703451096,0.5,50,20,2,0.5
29,0.9807461112728644,0.5,50,20,2,0.5
30,0.9831706863633725,0.5,50,20,2,0.5
31,0.9852900980978763,0.5,50,20,2,0.5
32,0.9871426829119412,0.5,50,20,2,0.5
33,0.9887619859203998,0.5,50,20,2,0.5
34,0.9901773532218705,0.5,50,20,2,0.5
35,0.9914144521220664,0.5,50,20,2,0.5
36,0.9924957280751151,0.5,50,20,2,0.5
37,0.9934408059337738,0.5,50,20,2,0.5
38,0.9942668421279709,0.5,50,20,2,0.5
39,0.9949888335893945,0.5,50,20,2,0.5
40,0.9956198885614574,0.5,50,20,2,0.5
41,0.9961714638475605,0.5,50,20,2,0.5
42,0.9966535725353352,0.5,50,20,2,0.5
43,0.9970749657767974,0.5,50,20,2,0.5
44,0.997443291795058,0.5,50,20,2,0.5
45,0.997765234921268,0.5,50,20,2,0.5
46,0.9980466371364517,0.5,50,20,2,0.5
47,0.9982926042983248,0.5,50,20,2,0.5
48,0.9985075989702612,0.5,50,20,2,0.5
49,0.9986955215355681,0.5,50,20,2,0.5
50,0.9988597810726985,0.5,50,20,2,0.5
51,0.999003357283549,0.5,50,20,2,0.5
52,0.9991288546052558,0.5,50,20,2,0.5
53,0.9992385494936915,0.5,50,20,2,0.5
54,0.9993344317421055,0.5,50,20,2,0.5
55,0.9994182405890708,0.5,50,20,2,0.5
56,0.9994914962743314,0.5,50,20,2,0.5
57,0.9995555276176272,0.5,50,20,2,0.5
58,0.9996114961226582,0.5,50,20,2,0.5
59,0.9996604170446994,0.5,50,20,2,0.5
60,0.9997031778048422,0.5,50,20,2,0.5
61,0.9997405540853718,0.5,50,20,2,0.5
62,0.9997732238985015,0.5,50,20,2,0.5
63,0.9998017798837723,0.5,50,20,2,0.5
64,0.9998267400572023,0.5,50,20,2,0.5
65,0.9998485572071412,0.5,50,20,2,0.5
66,0.9998676271072059,0.5,50,20,2,0.5
67,0.9998842956952164,0.5,50,20,2,0.5
68,0.999898865348294,0.5,50,20,2,0.5
69,0.9999116003678976,0.5,50,20,2,0.5
70,0.999922731774256,0.5,50,20,2,0.5
71,0.9999324614971289,0.5,50,20,2,0.5
72,0.9999409660388986,0.5,50,20,2,0.5
73,0.9999483996764187,0.5,50,20,2,0.5
74,0.9999548972596943,0.5,50,20,2,0.5
75,0.9999605766581526,0.5,50,20,2,0.5
76,0.9999655408988773,0.5,50,20,2,0.5
77,0.9999698800355928,0.5,50,20,2,0.5
78,0.9999736727823003,0.5,50,20,2,0.5
79,0.9999769879412022,0.5,50,20,2,0.5
80,0.9999798856508179,0.5,50,20,2,0.5
81,0.9999824184769324,0.5,50,20,2,0.5
82,0.9999846323661702,0.5,50,20,2,0.5
83,0.9999865674794914,0.5,50,20,2,0.5
84,0.9999882589207325,0.5,50,20,2,0.5
85,0.9999897373734075,0.5,50,20,2,0.5
86,0.9999910296573211,0.5,50,20,2,0.5
87,0.9999921592150929,0.5,50,20,2,0.5
88,0.9999931465374168,0.5,50,20,2,0.5
89,0.9999940095347716,0.5,50,20,2,0.5
90,0.9999947638623251,0.5,50,20,2,0.5
91,0.9999954232039255,0.5,50,20,2,0.5
92,0.9999959995203327,0.5,50,20,2,0.5
93,0.9999965032661918,0.5,50,20,2,0.5
94,0.9999969435796849,0.5,50,20,2,0.5
95,0.9999973284483019,0.5,50,20,2,0.5
96,0.9999976648537373,0.5,50,20,2,0.5
97,0.9999979588985409,0.5,50,20,2,0.5
98,0.9999982159168216,0.5,50,20,2,0.5
99,0.9999984405710094,0.5,50,20,2,0.5
100,0.9999986369364353,0.5,50,20,2,0.5
0,0,0.6,50,20,2,0.5
1,0.15855115033531875,0.6,50,20,2,0.5
2,0.2910364953675485,0.6,50,20,2,0.5
3,0.40202795313963613,0.6,50,20,2,0.5
4,0.4951726289798011,0.6,50,20,2,0.5
5,0.5734458475444175,0.6,50,20,2,0.5
6,0.639303187045668,0.6,50,20,2,0.5
7,0.694780791016325,0.6,50,20,2,0.5
8,0.7415694762750862,0.6,50,20,2,0.5
9,0.7810740189872689,0.6,50,20,2,0.5
10,0.8144623305905097,0.6,50,20,2,0.5
11,0.8427065785972699,0.6,50,20,2,0.5
12,0.8666174236272421,0.6,50,20,2,0.5
13,0.8868723094414455,0.6,50,20,2,0.5
14,0.9040386825581114,0.6,50,20,2,0.5
15,0.9185929680685307,0.6,50,20,2,0.5
16,0.9309360516681888,0.6,50,20,2,0.5
17,0.9414059203959884,0.6,50,20,2,0.5
18,0.9502880103620625,0.6,50,20,2,0.5
19,0.9578237103306044,0.6,50,20,2,0.5
20,0.9642173820001035,0.6,50,20,2,0.5
21,0.9696421837370919,0.6,50,20,2,0.5
22,0.9742449243158624,0.6,50,20,2,0.5
23,0.9781501254599956,0.6,50,20,2,0.5
24,0.9814634346896237,0.6,50,20,2,0.5
25,0.9842745011158291,0.6,50,20,2,0.5
26,0.98665940455383,0.6,50,20,2,0.5
27,0.98868271111109,0.6,50,20,2,0.5
28,0.9903992150175078,0.6,50,20,2,0.5
29,0.9918554159554256,0.6,50,20,2,0.5
30,0.9930907728042471,0.6,50,20,2,0.5
31,0.9941387680097694,0.6,50,20,2,0.5
32,0.9950278113344978,0.6,50,20,2,0.5
33,0.9957820072591114,0.6,50,20,2,0.5
34,0.9964218065795069,0.6,50,20,2,0.5
35,0.9969645596252549,0.6,50,20,2,0.5
36,0.9974249858991353,0.6,50,20,2,0.5
37,0.9978155727161868,0.6,50,20,2,0.5
38,0.9981469135363311,0.6,50,20,2,0.5
39,0.998427995083004,0.6,50,20,2,0.5
40,0.9986664409774781,0.6,50,20,2,0.5
41,0.9988687184585615,0.6,50,20,2,0.5
42,0.9990403137698807,0.6,50,20,2,0.5
43,0.999185880956557,0.6,50,20,2,0.5
44,0.999309368098092,0.6,50,20,2,0.5
45,0.9994141243962601,0.6,50,20,2,0.5
46,0.9995029910199794,0.6,50,20,2,0.5
47,0.9995783781700012,0.6,50,20,2,0.5
48,0.9996423304532855,0.6,50,20,2,0.5
49,0.9996965823402497,0.6,50,20,2,0.5
50,0.9997426052092624,0.6,50,20,2,0.5
51,0.9997816472546167,0.6,50,20,2,0.5
52,0.9998147673406382,0.6,50,20,2,0.5
53,0.9998428637203379,0.6,50,20,2,0.5
54,0.999866698397688,0.6,50,20,2,0.5
55,0.9998869177943939,0.6,50,20,2,0.5
56,0.99990407028177,0.6,50,20,2,0.5
57,0.9999186210532734,0.6,50,20,2,0.5
58,0.9999309647410988,0.6,50,20,2,0.5
59,0.99994143611904,0.6,50,20,2,0.5
60,0.9999503191819105,0.6,50,20,2,0.5
61,0.9999578548477756,0.6,50,20,2,0.5
62,0.9999642474918948,0.6,50,20,2,0.5
63,0.9999696704895858,0.6,50,20,2,0.5
64,0.9999742709183386,0.6,50,20,2,0.5
65,0.9999781735467062,0.6,50,20,2,0.5
66,0.9999814842181566,0.6,50,20,2,0.5
67,0.9999842927216566,0.6,50,20,2,0.5
68,0.9999866752268418,0.6,50,20,2,0.5
69,0.999988696349818,0.6,50,20,2,0.5
70,0.9999904109056175,0.6,50,20,2,0.5
71,0.9999918653948411,0.6,50,20,2,0.5
72,0.9999930992648045,0.6,50,20,2,0.5
73,0.9999941459793913,0.6,50,20,2,0.5
74,0.9999950339266295,0.6,50,20,2,0.5
75,0.9999957871886055,0.6,50,20,2,0.5
76,0.9999964261945962,0.6,50,20,2,0.5
77,0.9999969682751328,0.6,50,20,2,0.5
78,0.9999974281320239,0.6,50,20,2,0.5
79,0.999997818237084,0.6,50,20,2,0.5
80,0.9999981491703827,0.6,50,20,2,0.5
81,0.9999984299071878,0.6,50,20,2,0.5
82,0.9999986680613839,0.6,50,20,2,0.5
83,0.9999988700919696,0.6,50,20,2,0.5
84,0.999999041478232,0.6,50,20,2,0.5
85,0.9999991868683513,0.6,50,20,2,0.5
86,0.999999310205464,0.6,50,20,2,0.5
87,0.9999994148346056,0.6,50,20,2,0.5
88,0.9999995035934313,0.6,50,20,2,0.5
89,0.9999995788891758,0.6,50,20,2,0.5
90,0.999999642763941,0.6,50,20,2,0.5
91,0.9999996969500795,0.6,50,20,2,0.5
92,0.9999997429171775,0.6,50,20,2,0.5
93,0.9999997819119124,0.6,50,20,2,0.5
94,0.9999998149918633,0.6,50,20,2,0.5
95,0.9999998430541942,0.6,50,20,2,0.5
96,0.9999998668599858,0.6,50,20,2,0.5
97,0.9999998870548767,0.6,50,20,2,0.5
98,0.9999999041865741,0.6,50,20,2,0.5
99,0.9999999187197083,0.6,50,20,2,0.5
100,0.9999999310484333,0.6,50,20,2,0.5
0,0,0.7,50,20,2,0.5
1,0.18396422455728922,0.7,50,20,2,0.5
2,0.3333694050945215,0.7,50,20,2,0.5
3,0.4548474023363924,0.7,50,20,2,0.5
4,0.5537269894658676,0.7,50,20,2,0.5
5,0.6343159690293141,0.7,50,20,2,0.5
6,0.7000905083224405,0.7,50,20,2,0.5
7,0.7538496299992397,0.7,50,20,2,0.5
8,0.7978458475731741,0.7,50,20,2,0.5
9,0.8338937417437288,0.7,50,20,2,0.5
10,0.863458171947803,0.7,50,20,2,0.5
11,0.8877247788867059,0.7,50,20,2,0.5
12,0.9076558316395561,0.7,50,20,2,0.5
13,0.9240343308653908,0.7,50,20,2,0.5
14,0.9374988715839667,0.7,50,20,2,0.5
15,0.9485712956856879,0.7,50,20,2,0.5
16,0.9576787273201077,0.7,50,20,2,0.5
17,0.9651712205236894,0.7,50,20,2,0.5
18,0.9713359616452202,0.7,50,20,2,0.5
19,0.9764087494982866,0.7,50,20,2,0.5
20,0.9805833103043876,0.7,50,20,2,0.5
21,0.9840188797375438,0.7,50,20,2,0.5
22,0.986846390322187,0.7,50,20,2,0.5
23,0.9891735310470693,0.7,50,20,2,0.5
24,0.9910888913818955,0.7,50,20,2,0.5
25,0.9926653595817454,0.7,50,20,2,0.5
26,0.9939629121021839,0.7,50,20,2,0.5
27,0.9950309048601924,0.7,50,20,2,0.5
28,0.9959099563165853,0.7,50,20,2,0.5
29,0.9966334957163353,0.7,50,20,2,0.5
30,0.9972290364064403,0.7,50,20,2,0.5
31,0.9977192232802078,0.7,50,20,2,0.5
32,0.9981226945552742,0.7,50,20,2,0.5
33,0.9984547908801511,0.7,50,20,2,0.5
34,0.9987281388670368,0.7,50,20,2,0.5
35,0.9989531313187715,0.7,50,20,2,0.5
36,0.9991383224568666,0.7,50,20,2,0.5
37,0.9992907532060248,0.7,50,20,2,0.5
38,0.9994162189194968,0.7,50,20,2,0.5
39,0.9995194897342042,0.7,50,20,2,0.5
40,0.9996044919393899,0.7,50,20,2,0.5
41,0.9996744572578427,0.7,50,20,2,0.5
42,0.9997320457173369,0.7,50,20,2,0.5
43,0.999779446784988,0.7,50,20,2,0.5
44,0.9998184626102856,0.7,50,20,2,0.5
45,0.9998505765420568,0.7,50,20,2,0.5
46,0.9998770095245619,0.7,50,20,2,0.5
47,0.999898766516998,0.7,50,20,2,0.5
48,0.9999166747013231,0.7,50,20,2,0.5
49,0.9999314149310785,0.7,50,20,2,0.5
50,0.9999435476168937,0.7,50,20,2,0.5
51,0.9999535340328362,0.7,50,20,2,0.5
52,0.9999617538536613,0.7,50,20,2,0.5
53,0.9999685195897233,0.7,50,20,2,0.5
54,0.9999740884683486,0.7,50,20,2,0.5
55,0.9999786722133948,0.7,50,20,2,0.5
56,0.9999824450948077,0.7,50,20,2,0.5
57,0.999985550554212,0.7,50,20,2,0.5
58,0.9999881066584351,0.7,50,20,2,0.5
59,0.999990210588305,0.7,50,20,2,0.5
60,0.9999919423333792,0.7,50,20,2,0.5
61,0.9999933677330777,0.7,50,20,2,0.5
62,0.9999945409798396,0.7,50,20,2,0.5
63,0.9999955066794716,0.7,50,20,2,0.5
64,0.9999963015470217,0.7,50,20,2,0.5
65,0.9999969558026527,0.7,50,20,2,0.5
66,0.9999974943205866,0.7,50,20,2,0.5
67,0.9999979375748,0.7,50,20,2,0.5
68,0.999998302417427,0.7,50,20,2,0.5
69,0.9999986027194625,0.7,50,20,2,0.5
70,0.9999988498981248,0.7,50,20,2,0.5
71,0.9999990533509286,0.7,50,20,2,0.5
72,0.99999922081297,0.7,50,20,2,0.5
73,0.999999358651008,0.7,50,20,2,0.5
74,0.9999994721055231,0.7,50,20,2,0.5
75,0.999999565489956,0.7,50,20,2,0.5
76,0.9999996423547005,0.7,50,20,2,0.5
77,0.9999997056220862,0.7,50,20,2,0.5
78,0.9999997576974834,0.7,50,20,2,0.5
79,0.9999998005607527,0.7,50,20,2,0.5
80,0.9999998358415177,0.7,50,20,2,0.5
81,0.9999998648811221,0.7,50,20,2,0.5
82,0.999999888783626,0.7,50,20,2,0.5
83,0.9999999084577815,0.7,50,20,2,0.5
84,0.9999999246515826,0.7,50,20,2,0.5
85,0.9999999379807033,0.7,50,20,2,0.5
86,0.9999999489519051,0.7,50,20,2,0.5
87,0.9999999579823035,0.7,50,20,2,0.5
88,0.9999999654152261,0.7,50,20,2,0.5
89,0.999999971533266,0.7,50,20,2,0.5
90,0.9999999765690258,0.7,50,20,2,0.5
91,0.9999999807139607,0.7,50,20,2,0.5
92,0.9999999841256574,0.7,50,20,2,0.5
93,0.9999999869338256,0.7,50,20,2,0.5
94,0.9999999892452294,0.7,50,20,2,0.5
95,0.9999999911477463,0.7,50,20,2,0.5
96,0.9999999927137083,0.7,50,20,2,0.5
97,0.9999999940026519,0.7,50,20,2,0.5
98,0.9999999950635816,0.7,50,20,2,0.5
99,0.9999999959368331,0.7,50,20,2,0.5
100,0.9999999966556066,0.7,50,20,2,0.5
0,0,0.8,50,20,2,0.5
1,0.20502275235837886,0.8,50,20,2,0.5
2,0.3694964825138255,0.8,50,20,2,0.5
3,0.5006498269994684,0.8,50,20,2,0.5
4,0.6048738310677219,0.8,50,20,2,0.5
5,0.6875286768783061,0.8,50,20,2,0.5
6,0.7529944460355962,0.8,50,20,2,0.5
7,0.8048021724558893,0.8,50,20,2,0.5
8,0.8457774065780393,0.8,50,20,2,0.5
9,0.8781714914997729,0.8,50,20,2,0.5
10,0.9037735246112183,0.8,50,20,2,0.5
11,0.9240028134812612,0.8,50,20,2,0.5
12,0.9399839679388006,0.8,50,20,2,0.5
13,0.9526073268089911,0.8,50,20,2,0.5
14,0.9625773125463735,0.8,50,20,2,0.5
15,0.9704509861716669,0.8,50,20,2,0.5
16,0.9766687127353446,0.8,50,20,2,0.5
17,0.9815785086935541,0.8,50,20,2,0.5
18,0.9854553477587096,0.8,50,20,2,0.5
