trial,prob,p,P,S,alpha,lambda
54,0.9999999868138173,0.6,70,0,2,0.5
55,0.9999999905650384,0.6,70,0,2,0.5
56,0.9999999932491076,0.6,70,0,2,0.5
57,0.9999999951696096,0.6,70,0,2,0.5
58,0.9999999965437649,0.6,70,0,2,0.5
59,0.9999999975269989,0.6,70,0,2,0.5
60,0.9999999982305212,0.6,70,0,2,0.5
61,0.9999999987339047,0.6,70,0,2,0.5
62,0.999999999094085,0.6,70,0,2,0.5
63,0.9999999993518007,0.6,70,0,2,0.5
64,0.9999999995362012,0.6,70,0,2,0.5
65,0.9999999996681432,0.6,70,0,2,0.5
66,0.9999999997625503,0.6,70,0,2,0.5
67,0.9999999998301002,0.6,70,0,2,0.5
68,0.9999999998784336,0.6,70,0,2,0.5
69,0.9999999999130169,0.6,70,0,2,0.5
70,0.999999999937762,0.6,70,0,2,0.5
71,0.9999999999554675,0.6,70,0,2,0.5
72,0.9999999999681362,0.6,70,0,2,0.5
73,0.9999999999772008,0.6,70,0,2,0.5
74,0.9999999999836867,0.6,70,0,2,0.5
75,0.9999999999883276,0.6,70,0,2,0.5
76,0.9999999999916481,0.6,70,0,2,0.5
77,0.9999999999940241,0.6,70,0,2,0.5
78,0.9999999999957241,0.6,70,0,2,0.5
79,0.9999999999969406,0.6,70,0,2,0.5
80,0.9999999999978109,0.6,70,0,2,0.5
81,0.9999999999984337,0.6,70,0,2,0.5
82,0.9999999999988792,0.6,70,0,2,0.5
83,0.9999999999991981,0.6,70,0,2,0.5
84,0.9999999999994262,0.6,70,0,2,0.5
85,0.9999999999995894,0.6,70,0,2,0.5
86,0.9999999999997062,0.6,70,0,2,0.5
87,0.9999999999997898,0.6,70,0,2,0.5
88,0.9999999999998496,0.6,70,0,2,0.5
89,0.9999999999998924,0.6,70,0,2,0.5
90,0.999999999999923,0.6,70,0,2,0.5
91,0.9999999999999449,0.6,70,0,2,0.5
92,0.9999999999999606,0.6,70,0,2,0.5
93,0.9999999999999718,0.6,70,0,2,0.5
94,0.9999999999999798,0.6,70,0,2,0.5
95,0.9999999999999856,0.6,70,0,2,0.5
96,0.9999999999999897,0.6,70,0,2,0.5
97,0.9999999999999926,0.6,70,0,2,0.5
98,0.9999999999999947,0.6,70,0,2,0.5
99,0.9999999999999962,0.6,70,0,2,0.5
100,0.9999999999999973,0.6,70,0,2,0.5
0,0,0.7,70,0,2,0.5
1,0.3506481022318052,0.7,70,0,2,0.5
2,0.5846352555104738,0.7,70,0,2,0.5
3,0.7326449348679142,0.7,70,0,2,0.5
4,0.8261006825195457,0.7,70,0,2,0.5
5,0.886133203751054,0.7,70,0,2,0.5
6,0.9252526957194869,0.7,70,0,2,0.5
7,0.950915737857152,0.7,70,0,2,0.5
8,0.9677785456621653,0.7,70,0,2,0.5
9,0.9788550751437636,0.7,70,0,2,0.5
10,0.9861262343155973,0.7,70,0,2,0.5
11,0.990897494008777,0.7,70,0,2,0.5
12,0.994027882928529,0.7,70,0,2,0.5
13,0.9960816683056133,0.7,70,0,2,0.5
14,0.9974291421541411,0.7,70,0,2,0.5
15,0.9983132270698548,0.7,70,0,2,0.5
16,0.9988932856888102,0.7,70,0,2,0.5
17,0.9992738701440342,0.7,70,0,2,0.5
18,0.9995235768231472,0.7,70,0,2,0.5
19,0.9996874126752746,0.7,70,0,2,0.5
20,0.9997949074850736,0.7,70,0,2,0.5
21,0.9998654361962611,0.7,70,0,2,0.5
22,0.999911710978116,0.7,70,0,2,0.5
23,0.9999420724499138,0.7,70,0,2,0.5
24,0.9999619929974651,0.7,70,0,2,0.5
25,0.9999750631220943,0.7,70,0,2,0.5
26,0.9999836385971512,0.7,70,0,2,0.5
27,0.9999892650754414,0.7,70,0,2,0.5
28,0.99999295667943,0.7,70,0,2,0.5
29,0.9999953787877712,0.7,70,0,2,0.5
30,0.9999969679638672,0.7,70,0,2,0.5
31,0.9999980106425207,0.7,70,0,2,0.5
32,0.9999986947572499,0.7,70,0,2,0.5
33,0.9999991436136267,0.7,70,0,2,0.5
34,0.9999994381140058,0.7,70,0,2,0.5
35,0.9999996313394511,0.7,70,0,2,0.5
36,0.9999997581171238,0.7,70,0,2,0.5
37,0.9999998412975678,0.7,70,0,2,0.5
38,0.9999998958733153,0.7,70,0,2,0.5
39,0.9999999316811575,0.7,70,0,2,0.5
40,0.9999999551751383,0.7,70,0,2,0.5
41,0.999999970589838,0.7,70,0,2,0.5
42,0.9999999807036185,0.7,70,0,2,0.5
43,0.9999999873393987,0.7,70,0,2,0.5
44,0.9999999916932184,0.7,70,0,2,0.5
45,0.9999999945498149,0.7,70,0,2,0.5
46,0.9999999964240642,0.7,70,0,2,0.5
47,0.999999997653783,0.7,70,0,2,0.5
48,0.9999999984606172,0.7,70,0,2,0.5
49,0.9999999989899914,0.7,70,0,2,0.5
50,0.9999999993373205,0.7,70,0,2,0.5
51,0.9999999995652076,0.7,70,0,2,0.5
52,0.9999999997147271,0.7,70,0,2,0.5
53,0.9999999998128288,0.7,70,0,2,0.5
54,0.9999999998771947,0.7,70,0,2,0.5
55,0.9999999999194258,0.7,70,0,2,0.5
56,0.9999999999471343,0.7,70,0,2,0.5
57,0.9999999999653141,0.7,70,0,2,0.5
58,0.9999999999772422,0.7,70,0,2,0.5
59,0.9999999999850683,0.7,70,0,2,0.5
60,0.9999999999902031,0.7,70,0,2,0.5
61,0.9999999999935721,0.7,70,0,2,0.5
62,0.9999999999957826,0.7,70,0,2,0.5
63,0.9999999999972329,0.7,70,0,2,0.5
64,0.9999999999981845,0.7,70,0,2,0.5
65,0.9999999999988088,0.7,70,0,2,0.5
66,0.9999999999992184,0.7,70,0,2,0.5
67,0.9999999999994872,0.7,70,0,2,0.5
68,0.9999999999996636,0.7,70,0,2,0.5
69,0.9999999999997793,0.7,70,0,2,0.5
70,0.9999999999998551,0.7,70,0,2,0.5
71,0.999999999999905,0.7,70,0,2,0.5
72,0.9999999999999376,0.7,70,0,2,0.5
73,0.9999999999999591,0.7,70,0,2,0.5
74,0.9999999999999731,0.7,70,0,2,0.5
75,0.9999999999999823,0.7,70,0,2,0.5
76,0.9999999999999885,0.7,70,0,2,0.5
77,0.9999999999999925,0.7,70,0,2,0.5
78,0.999999999999995,0.7,70,0,2,0.5
79,0.9999999999999968,0.7,70,0,2,0.5
80,0.9999999999999979,0.7,70,0,2,0.5
81,0.9999999999999986,0.7,70,0,2,0.5
82,0.9999999999999991,0.7,70,0,2,0.5
83,0.9999999999999994,0.7,70,0,2,0.5
84,0.9999999999999996,0.7,70,0,2,0.5
85,0.9999999999999998,0.7,70,0,2,0.5
86,0.9999999999999998,0.7,70,0,2,0.5
87,0.9999999999999999,0.7,70,0,2,0.5
88,0.9999999999999999,0.7,70,0,2,0.5
89,1,0.7,70,0,2,0.5
90,1,0.7,70,0,2,0.5
91,1,0.7,70,0,2,0.5
92,1,0.7,70,0,2,0.5
93,1,0.7,70,0,2,0.5
94,1,0.7,70,0,2,0.5
95,1,0.7,70,0,2,0.5
96,1,0.7,70,0,2,0.5
97,1,0.7,70,0,2,0.5
98,1,0.7,70,0,2,0.5
99,1,0.7,70,0,2,0.5
100,1,0.7,70,0,2,0.5
0,0,0.8,70,0,2,0.5
1,0.40541421276225154,0.8,70,0,2,0.5
2,0.655808477110246,0.8,70,0,2,0.5
3,0.7991353054446149,0.8,70,0,2,0.5
4,0.8817823072724686,0.8,70,0,2,0.5
5,0.9301743541591816,0.8,70,0,2,0.5
6,0.9587235169699785,0.8,70,0,2,0.5
7,0.9756007392031236,0.8,70,0,2,0.5
8,0.9855789898422573,0.8,70,0,2,0.5
9,0.9914771181783757,0.8,70,0,2,0.5
10,0.9949630324442388,0.8,70,0,2,0.5
11,0.9970231895321693,0.8,70,0,2,0.5
12,0.9982407241613438,0.8,70,0,2,0.5
13,0.9989602781381652,0.8,70,0,2,0.5
14,0.9993855301460397,0.8,70,0,2,0.5
15,0.999636851701489,0.8,70,0,2,0.5
16,0.9997853813599408,0.8,70,0,2,0.5
17,0.9998731615705608,0.8,70,0,2,0.5
18,0.9999250391901742,0.8,70,0,2,0.5
19,0.9999556985763297,0.8,70,0,2,0.5
20,0.9999738181038343,0.8,70,0,2,0.5
21,0.9999845266442877,0.8,70,0,2,0.5
22,0.9999908553324206,0.8,70,0,2,0.5
23,0.999994595552077,0.8,70,0,2,0.5
24,0.9999968060011916,0.8,70,0,2,0.5
25,0.9999981123643833,0.8,70,0,2,0.5
26,0.9999988844177987,0.8,70,0,2,0.5
27,0.9999993406970938,0.8,70,0,2,0.5
28,0.9999996103556318,0.8,70,0,2,0.5
29,0.9999997697223351,0.8,70,0,2,0.5
30,0.9999998639071747,0.8,70,0,2,0.5
31,0.9999999195698935,0.8,70,0,2,0.5
32,0.9999999524662523,0.8,70,0,2,0.5
33,0.9999999719078182,0.8,70,0,2,0.5
34,0.999999983397676,0.8,70,0,2,0.5
35,0.9999999901881185,0.8,70,0,2,0.5
36,0.9999999942012323,0.8,70,0,2,0.5
37,0.9999999965729603,0.8,70,0,2,0.5
38,0.9999999979746386,0.8,70,0,2,0.5
39,0.9999999988030226,0.8,70,0,2,0.5
40,0.999999999292593,0.8,70,0,2,0.5
41,0.9999999995819263,0.8,70,0,2,0.5
42,0.9999999997529208,0.8,70,0,2,0.5
43,0.9999999998539776,0.8,70,0,2,0.5
44,0.9999999999137016,0.8,70,0,2,0.5
45,0.9999999999489981,0.8,70,0,2,0.5
46,0.9999999999698581,0.8,70,0,2,0.5
47,0.9999999999821864,0.8,70,0,2,0.5
48,0.9999999999894722,0.8,70,0,2,0.5
49,0.9999999999937781,0.8,70,0,2,0.5
50,0.9999999999963229,0.8,70,0,2,0.5
51,0.9999999999978268,0.8,70,0,2,0.5
52,0.9999999999987157,0.8,70,0,2,0.5
53,0.9999999999992409,0.8,70,0,2,0.5
54,0.9999999999995515,0.8,70,0,2,0.5
55,0.9999999999997349,0.8,70,0,2,0.5
56,0.9999999999998433,0.8,70,0,2,0.5
57,0.9999999999999074,0.8,70,0,2,0.5
58,0.9999999999999453,0.8,70,0,2,0.5
59,0.9999999999999677,0.8,70,0,2,0.5
60,0.9999999999999809,0.8,70,0,2,0.5
61,0.9999999999999887,0.8,70,0,2,0.5
62,0.9999999999999933,0.8,70,0,2,0.5
63,0.999999999999996,0.8,70,0,2,0.5
64,0.9999999999999977,0.8,70,0,2,0.5
65,0.9999999999999987,0.8,70,0,2,0.5
66,0.9999999999999992,0.8,70,0,2,0.5
67,0.9999999999999996,0.8,70,0,2,0.5
68,0.9999999999999997,0.8,70,0,2,0.5
69,0.9999999999999998,0.8,70,0,2,0.5
70,0.9999999999999999,0.8,70,0,2,0.5
71,0.9999999999999999,0.8,70,0,2,0.5
72,1,0.8,70,0,2,0.5
73,1,0.8,70,0,2,0.5
74,1,0.8,70,0,2,0.5
75,1,0.8,70,0,2,0.5
76,1,0.8,70,0,2,0.5
77,1,0.8,70,0,2,0.5
78,1,0.8,70,0,2,0.5
79,1,0.8,70,0,2,0.5
80,1,0.8,70,0,2,0.5
81,1,0.8,70,0,2,0.5
82,1,0.8,70,0,2,0.5
83,1,0.8,70,0,2,0.5
84,1,0.8,70,0,2,0.5
85,1,0.8,70,0,2,0.5
86,1,0.8,70,0,2,0.5
87,1,0.8,70,0,2,0.5
88,1,0.8,70,0,2,0.5
89,1,0.8,70,0,2,0.5
90,1,0.8,70,0,2,0.5
91,1,0.8,70,0,2,0.5
92,1,0.8,70,0,2,0.5
93,1,0.8,70,0,2,0.5
94,1,0.8,70,0,2,0.5
95,1,0.8,70,0,2,0.5
96,1,0.8,70,0,2,0.5
97,1,0.8,70,0,2,0.5
98,1,0.8,70,0,2,0.5
99,1,0.8,70,0,2,0.5
100,1,0.8,70,0,2,0.5
0,0,0.9,70,0,2,0.5
1,0.4973579281686491,0.9,70,0,2,0.5
2,0.7397417755751817,0.9,70,0,2,0.5
3,0.8636894673597004,0.9,70,0,2,0.5
4,0.9284318346247526,0.9,70,0,2,0.5
5,0.9624121858726192,0.9,70,0,2,0.5
6,0.9802587604812089,0.9,70,0,2,0.5
7,0.9896319709967007,0.9,70,0,2,0.5
8,0.994554770421683,0.9,70,0,2,0.5
9,0.9971401988375308,0.9,70,0,2,0.5
10,0.9984980501090918,0.9,70,0,2,0.5
11,0.999211185198763,0.9,70,0,2,0.5
12,0.9995857193388271,0.9,70,0,2,0.5
13,0.9997824223554079,0.9,70,0,2,0.5
14,0.999885729564821,0.9,70,0,2,0.5
15,0.9999399858731775,0.9,70,0,2,0.5
16,0.9999684809512398,0.9,70,0,2,0.5
17,0.9999834463902527,0.9,70,0,2,0.5
18,0.9999913061463958,0.9,70,0,2,0.5
19,0.9999954340417803,0.9,70,0,2,0.5
20,0.9999976019869423,0.9,70,0,2,0.5
21,0.9999987405783523,0.9,70,0,2,0.5
22,0.9999993385595288,0.9,70,0,2,0.5
23,0.9999996526155496,0.9,70,0,2,0.5
24,0.9999998175558321,0.9,70,0,2,0.5
25,0.9999999041814498,0.9,70,0,2,0.5
26,0.9999999496766891,0.9,70,0,2,0.5
27,0.999999973570508,0.9,70,0,2,0.5
28,0.999999986119394,0.9,70,0,2,0.5
29,0.9999999927099915,0.9,70,0,2,0.5
30,0.9999999961713325,0.9,70,0,2,0.5
31,0.9999999979892075,0.9,70,0,2,0.5
32,0.9999999989439442,0.9,70,0,2,0.5
33,0.999999999445366,0.9,70,0,2,0.5
34,0.9999999997087097,0.9,70,0,2,0.5
35,0.9999999998470162,0.9,70,0,2,0.5
36,0.9999999999196538,0.9,70,0,2,0.5
37,0.9999999999578026,0.9,70,0,2,0.5
38,0.9999999999778382,0.9,70,0,2,0.5
39,0.9999999999883608,0.9,70,0,2,0.5
40,0.9999999999938871,0.9,70,0,2,0.5
41,0.9999999999967896,0.9,70,0,2,0.5
42,0.9999999999983139,0.9,70,0,2,0.5
43,0.9999999999991145,0.9,70,0,2,0.5
44,0.9999999999995349,0.9,70,0,2,0.5
45,0.9999999999997558,0.9,70,0,2,0.5
46,0.9999999999998718,0.9,70,0,2,0.5
47,0.9999999999999326,0.9,70,0,2,0.5
48,0.9999999999999646,0.9,70,0,2,0.5
49,0.9999999999999815,0.9,70,0,2,0.5
50,0.9999999999999902,0.9,70,0,2,0.5
51,0.9999999999999949,0.9,70,0,2,0.5
52,0.9999999999999973,0.9,70,0,2,0.5
53,0.9999999999999986,0.9,70,0,2,0.5
54,0.9999999999999992,0.9,70,0,2,0.5
55,0.9999999999999996,0.9,70,0,2,0.5
56,0.9999999999999998,0.9,70,0,2,0.5
57,0.9999999999999999,0.9,70,0,2,0.5
58,0.9999999999999999,0.9,70,0,2,0.5
59,1,0.9,70,0,2,0.5
60,1,0.9,70,0,2,0.5
61,1,0.9,70,0,2,0.5
62,1,0.9,70,0,2,0.5
63,1,0.9,70,0,2,0.5
64,1,0.9,70,0,2,0.5
65,1,0.9,70,0,2,0.5
66,1,0.9,70,0,2,0.5
67,1,0.9,70,0,2,0.5
68,1,0.9,70,0,2,0.5
69,1,0.9,70,0,2,0.5
70,1,0.9,70,0,2,0.5
71,1,0.9,70,0,2,0.5
72,1,0.9,70,0,2,0.5
73,1,0.9,70,0,2,0.5
74,1,0.9,70,0,2,0.5
75,1,0.9,70,0,2,0.5
76,1,0.9,70,0,2,0.5
77,1,0.9,70,0,2,0.5
78,1,0.9,70,0,2,0.5
79,1,0.9,70,0,2,0.5
80,1,0.9,70,0,2,0.5
81,1,0.9,70,0,2,0.5
82,1,0.9,70,0,2,0.5
83,1,0.9,70,0,2,0.5
84,1,0.9,70,0,2,0.5
85,1,0.9,70,0,2,0.5
86,1,0.9,70,0,2,0.5
87,1,0.9,70,0,2,0.5
88,1,0.9,70,0,2,0.5
89,1,0.9,70,0,2,0.5
90,1,0.9,70,0,2,0.5
91,1,0.9,70,0,2,0.5
92,1,0.9,70,0,2,0.5
93,1,0.9,70,0,2,0.5
94,1,0.9,70,0,2,0.5
95,1,0.9,70,0,2,0.5
96,1,0.9,70,0,2,0.5
97,1,0.9,70,0,2,0.5
98,1,0.9,70,0,2,0.5
99,1,0.9,70,0,2,0.5
100,1,0.9,70,0,2,0.5
0,0,1,70,0,2,0.5
1,0.7538875367823864,1,70,0,2,0.5
2,0.9394286554489588,1,70,0,2,0.5
3,0.9850926371921405,1,70,0,2,0.5
4,0.9963311122192791,1,70,0,2,0.5
5,0.9990970409910178,1,70,0,2,0.5
6,0.9997777705341149,1,70,0,2,0.5
7,0.9999453065587515,1,70,0,2,0.5
8,0.9999865392624525,1,70,0,2,0.5
9,0.9999966871447254,1,70,0,2,0.5
10,0.9999991846650281,1,70,0,2,0.5
11,0.9999997993359017,1,70,0,2,0.5
12,0.9999999506140645,1,70,0,2,0.5
13,0.9999999878455058,1,70,0,2,0.5
14,0.9999999970086275,1,70,0,2,0.5
15,0.9999999992637859,1,70,0,2,0.5
16,0.9999999998188085,1,70,0,2,0.5
17,0.9999999999554066,1,70,0,2,0.5
18,0.999999999989025,1,70,0,2,0.5
19,0.9999999999972989,1,70,0,2,0.5
20,0.9999999999993352,1,70,0,2,0.5
21,0.9999999999998364,1,70,0,2,0.5
22,0.9999999999999597,1,70,0,2,0.5
23,0.9999999999999901,1,70,0,2,0.5
24,0.9999999999999976,1,70,0,2,0.5
25,0.9999999999999994,1,70,0,2,0.5
26,0.9999999999999999,1,70,0,2,0.5
27,1,1,70,0,2,0.5
28,1,1,70,0,2,0.5
29,1,1,70,0,2,0.5
30,1,1,70,0,2,0.5
31,1,1,70,0,2,0.5
32,1,1,70,0,2,0.5
33,1,1,70,0,2,0.5
34,1,1,70,0,2,0.5
35,1,1,70,0,2,0.5
36,1,1,70,0,2,0.5
37,1,1,70,0,2,0.5
38,1,1,70,0,2,0.5
39,1,1,70,0,2,0.5
40,1,1,70,0,2,0.5
41,1,1,70,0,2,0.5
42,1,1,70,0,2,0.5
43,1,1,70,0,2,0.5
44,1,1,70,0,2,0.5
45,1,1,70,0,2,0.5
46,1,1,70,0,2,0.5
47,1,1,70,0,2,0.5
48,1,1,70,0,2,0.5
49,1,1,70,0,2,0.5
50,1,1,70,0,2,0.5
51,1,1,70,0,2,0.5
52,1,1,70,0,2,0.5
53,1,1,70,0,2,0.5
54,1,1,70,0,2,0.5
55,1,1,70,0,2,0.5
56,1,1,70,0,2,0.5
57,1,1,70,0,2,0.5
58,1,1,70,0,2,0.5
59,1,1,70,0,2,0.5
60,1,1,70,0,2,0.5
61,1,1,70,0,2,0.5
62,1,1,70,0,2,0.5
63,1,1,70,0,2,0.5
64,1,1,70,0,2,0.5
65,1,1,70,0,2,0.5
66,1,1,70,0,2,0.5
67,1,1,70,0,2,0.5
68,1,1,70,0,2,0.5
69,1,1,70,0,2,0.5
70,1,1,70,0,2,0.5
71,1,1,70,0,2,0.5
72,1,1,70,0,2,0.5
73,1,1,70,0,2,0.5
74,1,1,70,0,2,0.5
75,1,1,70,0,2,0.5
76,1,1,70,0,2,0.5
77,1,1,70,0,2,0.5
78,1,1,70,0,2,0.5
79,1,1,70,0,2,0.5
80,1,1,70,0,2,0.5
81,1,1,70,0,2,0.5
82,1,1,70,0,2,0.5
83,1,1,70,0,2,0.5
84,1,1,70,0,2,0.5
85,1,1,70,0,2,0.5
86,1,1,70,0,2,0.5
87,1,1,70,0,2,0.5
88,1,1,70,0,2,0.5
89,1,1,70,0,2,0.5
90,1,1,70,0,2,0.5
91,1,1,70,0,2,0.5
92,1,1,70,0,2,0.5
93,1,1,70,0,2,0.5
94,1,1,70,0,2,0.5
95,1,1,70,0,2,0.5
96,1,1,70,0,2,0.5
97,1,1,70,0,2,0.5
98,1,1,70,0,2,0.5
99,1,1,70,0,2,0.5
100,1,1,70,0,2,0.5
0,0,0.1,50,20,2,0.5
1,0.026471106588329962,0.1,50,20,2,0.5
2,0.05224149280077384,0.1,50,20,2,0.5
3,0.07732970664139516,0.1,50,20,2,0.5
4,0.10175380454931227,0.1,50,20,2,0.5
5,0.12553136413995458,0.1,50,20,2,0.5
6,0.14867949653368862,0.1,50,20,2,0.5
7,0.1712148582762304,0.1,50,20,2,0.5
8,0.19315366285740654,0.1,50,20,2,0.5
9,0.2145116918372144,0.1,50,20,2,0.5
10,0.23530430559063997,0.1,50,20,2,0.5
11,0.2555464536851789,0.1,50,20,2,0.5
12,0.27525268490738897,0.1,50,20,2,0.5
13,0.2944371569569756,0.1,50,20,2,0.5
14,0.31311364582885304,0.1,50,20,2,0.5
15,0.3312955549052876,0.1,50,20,2,0.5
16,0.348995923781649,0.1,50,20,2,0.5
17,0.36622743685049586,0.1,50,20,2,0.5
18,0.38300243166977,0.1,50,20,2,0.5
19,0.39933290714183944,0.1,50,20,2,0.5
20,0.415230531531085,0.1,50,20,2,0.5
21,0.4307066503487421,0.1,50,20,2,0.5
22,0.44577229413481734,0.1,50,20,2,0.5
23,0.4604381861681104,0.1,50,20,2,0.5
24,0.47471475013662967,0.1,50,20,2,0.5
25,0.48861211780189184,0.1,50,20,2,0.5
26,0.5021401366915577,0.1,50,20,2,0.5
27,0.5153083778553447,0.1,50,20,2,0.5
28,0.528126143718864,0.1,50,20,2,0.5
29,0.5406024760686297,0.1,50,20,2,0.5
30,0.5527461641986235,0.1,50,20,2,0.5
31,0.5645657532441595,0.1,50,20,2,0.5
32,0.5760695527221046,0.1,50,20,2,0.5
33,0.5872656452876426,0.1,50,20,2,0.5
34,0.5981618957066767,0.1,50,20,2,0.5
35,0.6087659600298438,0.1,50,20,2,0.5
36,0.6190852949392702,0.1,50,20,2,0.5
37,0.6291271672231944,0.1,50,20,2,0.5
38,0.6388986633171028,0.1,50,20,2,0.5
39,0.6484066988339174,0.1,50,20,2,0.5
40,0.6576580279909522,0.1,50,20,2,0.5
41,0.6666592528287898,0.1,50,20,2,0.5
42,0.6754168321078019,0.1,50,20,2,0.5
43,0.6839370897625661,0.1,50,20,2,0.5
44,0.6922262227935196,0.1,50,20,2,0.5
45,0.7002903084792467,0.1,50,20,2,0.5
46,0.7081353108019393,0.1,50,20,2,0.5
47,0.7157670859926608,0.1,50,20,2,0.5
48,0.7231913871216366,0.1,50,20,2,0.5
49,0.7304138676812272,0.1,50,20,2,0.5
50,0.7374400841345883,0.1,50,20,2,0.5
51,0.7442754974302286,0.1,50,20,2,0.5
52,0.7509254735105838,0.1,50,20,2,0.5
53,0.7573952828701216,0.1,50,20,2,0.5
54,0.7636900992442346,0.1,50,20,2,0.5
55,0.7698149975331937,0.1,50,20,2,0.5
56,0.7757749510848259,0.1,50,20,2,0.5
57,0.7815748284746371,0.1,50,20,2,0.5
58,0.7872193899323305,0.1,50,20,2,0.5
59,0.7927132835688286,0.1,50,20,2,0.5
60,0.798061041557983,0.1,50,20,2,0.5
61,0.8032670764223497,0.1,50,20,2,0.5
62,0.8083356775631318,0.1,50,20,2,0.5
63,0.8132710081612107,0.1,50,20,2,0.5
64,0.818077102559799,0.1,50,20,2,0.5
65,0.8227578642204247,0.1,50,20,2,0.5
66,0.8273170643235095,0.1,50,20,2,0.5
67,0.8317583410635595,0.1,50,20,2,0.5
68,0.8360851996677137,0.1,50,20,2,0.5
69,0.840301013145804,0.1,50,20,2,0.5
70,0.844409023760809,0.1,50,20,2,0.5
71,0.8484123451911258,0.1,50,20,2,0.5
72,0.8523139653408546,0.1,50,20,2,0.5
73,0.8561167497415509,0.1,50,20,2,0.5
74,0.859823445478832,0.1,50,20,2,0.5
75,0.8634366855698425,0.1,50,20,2,0.5
76,0.8669589937128712,0.1,50,20,2,0.5
77,0.8703927893282075,0.1,50,20,2,0.5
78,0.8737403928094329,0.1,50,20,2,0.5
79,0.8770040309065016,0.1,50,20,2,0.5
80,0.8801858421658766,0.1,50,20,2,0.5
81,0.8832878823583379,0.1,50,20,2,0.5
82,0.886312129831546,0.1,50,20,2,0.5
83,0.889260490731702,0.1,50,20,2,0.5
84,0.892134804046411,0.1,50,20,2,0.5
85,0.8949368464288308,0.1,50,20,2,0.5
86,0.8976683367711438,0.1,50,20,2,0.5
87,0.9003309405031144,0.1,50,20,2,0.5
88,0.9029262735987993,0.1,50,20,2,0.5
89,0.9054559062812474,0.1,50,20,2,0.5
90,0.9079213664211424,0.1,50,20,2,0.5
91,0.9103241426307427,0.1,50,20,2,0.5
92,0.912665687059131,0.1,50,20,2,0.5
93,0.9149474178986746,0.1,50,20,2,0.5
94,0.9171707216157488,0.1,50,20,2,0.5
95,0.9193369549212108,0.1,50,20,2,0.5
96,0.9214474464978859,0.1,50,20,2,0.5
97,0.9235034985034888,0.1,50,20,2,0.5
98,0.9255063878680416,0.1,50,20,2,0.5
99,0.9274573674050028,0.1,50,20,2,0.5
100,0.9293576667550923,0.1,50,20,2,0.5
0,0,0.2,50,20,2,0.5
1,0.052942197476076536,0.2,50,20,2,0.5
2,0.10308143550194904,0.2,50,20,2,0.5
3,0.1505659194348985,0.2,50,20,2,0.5
4,0.19553581392026287,0.2,50,20,2,0.5
5,0.2381236072512123,0.2,50,20,2,0.5
6,0.2784544741237853,0.2,50,20,2,0.5
7,0.3166466410299983,0.2,50,20,2,0.5
8,0.35281175523281716,0.2,50,20,2,0.5
9,0.3870552560726618,0.2,50,20,2,0.5
10,0.41947674628355913,0.2,50,20,2,0.5
11,0.4501703607753096,0.2,50,20,2,0.5
12,0.47922513052070825,0.2,50,20,2,0.5
13,0.5067253393315003,0.2,50,20,2,0.5
14,0.5327508711278754,0.2,50,20,2,0.5
15,0.5573775447495641,0.2,50,20,2,0.5
16,0.580677432579346,0.2,50,20,2,0.5
17,0.6027191585340954,0.2,50,20,2,0.5
18,0.6235681706202776,0.2,50,20,2,0.5
19,0.6432869834649468,0.2,50,20,2,0.5
20,0.661935387099098,0.2,50,20,2,0.5
21,0.6795706197226985,0.2,50,20,2,0.5
22,0.6962475040389822,0.2,50,20,2,0.5
23,0.7120185487626056,0.2,50,20,2,0.5
24,0.7269340188234124,0.2,50,20,2,0.5
25,0.7410419793810861,0.2,50,20,2,0.5
26,0.754388319877979,0.2,50,20,2,0.5
27,0.7670167649093079,0.2,50,20,2,0.5
28,0.7789688786803179,0.2,50,20,2,0.5
29,0.7902840693114521,0.2,50,20,2,0.5
30,0.8009995983517804,0.2,50,20,2,0.5
31,0.8111505996978017,0.2,50,20,2,0.5
32,0.8207701108228052,0.2,50,20,2,0.5
33,0.8298891179232571,0.2,50,20,2,0.5
34,0.838536615383374,0.2,50,20,2,0.5
35,0.8467396789201515,0.2,50,20,2,0.5
36,0.8545235509434813,0.2,50,20,2,0.5
37,0.8619117360683871,0.2,50,20,2,0.5
38,0.868926104345881,0.2,50,20,2,0.5
39,0.8755869996160256,0.2,50,20,2,0.5
40,0.8819133504010891,0.2,50,20,2,0.5
41,0.8879227809118988,0.2,50,20,2,0.5
42,0.893631719998722,0.2,50,20,2,0.5
43,0.8990555062029807,0.2,50,20,2,0.5
44,0.904208487425542,0.2,50,20,2,0.5
45,0.9091041140941769,0.2,50,20,2,0.5
46,0.913755025065862,0.2,50,20,2,0.5
47,0.9181731258235383,0.2,50,20,2,0.5
48,0.922369658811655,0.2,50,20,2,0.5
49,0.9263552659948976,0.2,50,20,2,0.5
50,0.9301400439181897,0.2,50,20,2,0.5
51,0.9337335916945654,0.2,50,20,2,0.5
52,0.9371450524540116,0.2,50,20,2,0.5
53,0.9403831488554205,0.2,50,20,2,0.5
54,0.943456213300577,0.2,50,20,2,0.5
55,0.9463722134991029,0.2,50,20,2,0.5
56,0.9491387740218158,0.2,50,20,2,0.5
57,0.9517631944519984,0.2,50,20,2,0.5
58,0.954252464704071,0.2,50,20,2,0.5
59,0.9566132780309691,0.2,50,20,2,0.5
60,0.9588520421884134,0.2,50,20,2,0.5
61,0.9609748891688719,0.2,50,20,2,0.5
