trial,p,M,C,nguesses,prob
85,0.8,16,4,1,1
86,0.8,16,4,1,1
87,0.8,16,4,1,1
88,0.8,16,4,1,1
89,0.8,16,4,1,1
90,0.8,16,4,1,1
91,0.8,16,4,1,1
92,0.8,16,4,1,1
93,0.8,16,4,1,1
94,0.8,16,4,1,1
95,0.8,16,4,1,1
96,0.8,16,4,1,1
97,0.8,16,4,1,1
98,0.8,16,4,1,1
99,0.8,16,4,1,1
100,0.8,16,4,1,1
1,0.9,16,4,1,0
2,0.9,16,4,1,0.213
3,0.9,16,4,1,0.359
4,0.9,16,4,1,0.473
5,0.9,16,4,1,0.58
6,0.9,16,4,1,0.658
7,0.9,16,4,1,0.719
8,0.9,16,4,1,0.764
9,0.9,16,4,1,0.8049999999999999
10,0.9,16,4,1,0.841
11,0.9,16,4,1,0.871
12,0.9,16,4,1,0.895
13,0.9,16,4,1,0.912
14,0.9,16,4,1,0.9269999999999999
15,0.9,16,4,1,0.942
16,0.9,16,4,1,0.952
17,0.9,16,4,1,0.962
18,0.9,16,4,1,0.972
19,0.9,16,4,1,0.977
20,0.9,16,4,1,0.985
21,0.9,16,4,1,0.989
22,0.9,16,4,1,0.992
23,0.9,16,4,1,0.992
24,0.9,16,4,1,0.993
25,0.9,16,4,1,0.993
26,0.9,16,4,1,0.993
27,0.9,16,4,1,0.993
28,0.9,16,4,1,0.993
29,0.9,16,4,1,0.993
30,0.9,16,4,1,0.993
31,0.9,16,4,1,0.994
32,0.9,16,4,1,0.996
33,0.9,16,4,1,0.996
34,0.9,16,4,1,0.997
35,0.9,16,4,1,0.997
36,0.9,16,4,1,0.998
37,0.9,16,4,1,0.998
38,0.9,16,4,1,0.998
39,0.9,16,4,1,0.998
40,0.9,16,4,1,0.999
41,0.9,16,4,1,0.999
42,0.9,16,4,1,0.999
43,0.9,16,4,1,0.999
44,0.9,16,4,1,0.999
45,0.9,16,4,1,0.999
46,0.9,16,4,1,0.999
47,0.9,16,4,1,1
48,0.9,16,4,1,1
49,0.9,16,4,1,1
50,0.9,16,4,1,1
51,0.9,16,4,1,1
52,0.9,16,4,1,1
53,0.9,16,4,1,1
54,0.9,16,4,1,1
55,0.9,16,4,1,1
56,0.9,16,4,1,1
57,0.9,16,4,1,1
58,0.9,16,4,1,1
59,0.9,16,4,1,1
60,0.9,16,4,1,1
61,0.9,16,4,1,1
62,0.9,16,4,1,1
63,0.9,16,4,1,1
64,0.9,16,4,1,1
65,0.9,16,4,1,1
66,0.9,16,4,1,1
67,0.9,16,4,1,1
68,0.9,16,4,1,1
69,0.9,16,4,1,1
70,0.9,16,4,1,1
71,0.9,16,4,1,1
72,0.9,16,4,1,1
73,0.9,16,4,1,1
74,0.9,16,4,1,1
75,0.9,16,4,1,1
76,0.9,16,4,1,1
77,0.9,16,4,1,1
78,0.9,16,4,1,1
79,0.9,16,4,1,1
80,0.9,16,4,1,1
81,0.9,16,4,1,1
82,0.9,16,4,1,1
83,0.9,16,4,1,1
84,0.9,16,4,1,1
85,0.9,16,4,1,1
86,0.9,16,4,1,1
87,0.9,16,4,1,1
88,0.9,16,4,1,1
89,0.9,16,4,1,1
90,0.9,16,4,1,1
91,0.9,16,4,1,1
92,0.9,16,4,1,1
93,0.9,16,4,1,1
94,0.9,16,4,1,1
95,0.9,16,4,1,1
96,0.9,16,4,1,1
97,0.9,16,4,1,1
98,0.9,16,4,1,1
99,0.9,16,4,1,1
100,0.9,16,4,1,1
1,1,16,4,1,0
2,1,16,4,1,0.265
3,1,16,4,1,0.42600000000000005
4,1,16,4,1,0.525
5,1,16,4,1,0.608
6,1,16,4,1,0.684
7,1,16,4,1,0.744
8,1,16,4,1,0.796
9,1,16,4,1,0.835
10,1,16,4,1,0.863
11,1,16,4,1,0.893
12,1,16,4,1,0.917
13,1,16,4,1,0.93
14,1,16,4,1,0.9410000000000001
15,1,16,4,1,0.9520000000000001
16,1,16,4,1,0.964
17,1,16,4,1,0.973
18,1,16,4,1,0.976
19,1,16,4,1,0.984
20,1,16,4,1,0.988
21,1,16,4,1,0.991
22,1,16,4,1,0.993
23,1,16,4,1,0.993
24,1,16,4,1,0.997
25,1,16,4,1,0.998
26,1,16,4,1,0.998
27,1,16,4,1,0.998
28,1,16,4,1,0.999
29,1,16,4,1,1
30,1,16,4,1,1
31,1,16,4,1,1
32,1,16,4,1,1
33,1,16,4,1,1
34,1,16,4,1,1
35,1,16,4,1,1
36,1,16,4,1,1
37,1,16,4,1,1
38,1,16,4,1,1
39,1,16,4,1,1
40,1,16,4,1,1
41,1,16,4,1,1
42,1,16,4,1,1
43,1,16,4,1,1
44,1,16,4,1,1
45,1,16,4,1,1
46,1,16,4,1,1
47,1,16,4,1,1
48,1,16,4,1,1
49,1,16,4,1,1
50,1,16,4,1,1
51,1,16,4,1,1
52,1,16,4,1,1
53,1,16,4,1,1
54,1,16,4,1,1
55,1,16,4,1,1
56,1,16,4,1,1
57,1,16,4,1,1
58,1,16,4,1,1
59,1,16,4,1,1
60,1,16,4,1,1
61,1,16,4,1,1
62,1,16,4,1,1
63,1,16,4,1,1
64,1,16,4,1,1
65,1,16,4,1,1
66,1,16,4,1,1
67,1,16,4,1,1
68,1,16,4,1,1
69,1,16,4,1,1
70,1,16,4,1,1
71,1,16,4,1,1
72,1,16,4,1,1
73,1,16,4,1,1
74,1,16,4,1,1
75,1,16,4,1,1
76,1,16,4,1,1
77,1,16,4,1,1
78,1,16,4,1,1
79,1,16,4,1,1
80,1,16,4,1,1
81,1,16,4,1,1
82,1,16,4,1,1
83,1,16,4,1,1
84,1,16,4,1,1
85,1,16,4,1,1
86,1,16,4,1,1
87,1,16,4,1,1
88,1,16,4,1,1
89,1,16,4,1,1
90,1,16,4,1,1
91,1,16,4,1,1
92,1,16,4,1,1
93,1,16,4,1,1
94,1,16,4,1,1
95,1,16,4,1,1
96,1,16,4,1,1
97,1,16,4,1,1
98,1,16,4,1,1
99,1,16,4,1,1
100,1,16,4,1,1
0,0.1,16,4,2,0.009
1,0.1,16,4,2,0.009
2,0.1,16,4,2,0.057
3,0.1,16,4,2,0.099
4,0.1,16,4,2,0.136
5,0.1,16,4,2,0.184
6,0.1,16,4,2,0.222
7,0.1,16,4,2,0.256
8,0.1,16,4,2,0.281
9,0.1,16,4,2,0.32
10,0.1,16,4,2,0.341
11,0.1,16,4,2,0.376
12,0.1,16,4,2,0.399
13,0.1,16,4,2,0.42
14,0.1,16,4,2,0.451
15,0.1,16,4,2,0.47500000000000003
16,0.1,16,4,2,0.494
17,0.1,16,4,2,0.514
18,0.1,16,4,2,0.54
19,0.1,16,4,2,0.5690000000000001
20,0.1,16,4,2,0.588
21,0.1,16,4,2,0.611
22,0.1,16,4,2,0.623
23,0.1,16,4,2,0.637
24,0.1,16,4,2,0.656
25,0.1,16,4,2,0.672
26,0.1,16,4,2,0.6900000000000001
27,0.1,16,4,2,0.703
28,0.1,16,4,2,0.719
29,0.1,16,4,2,0.73
30,0.1,16,4,2,0.738
31,0.1,16,4,2,0.751
32,0.1,16,4,2,0.762
33,0.1,16,4,2,0.773
34,0.1,16,4,2,0.78
35,0.1,16,4,2,0.788
36,0.1,16,4,2,0.803
37,0.1,16,4,2,0.809
38,0.1,16,4,2,0.8150000000000001
39,0.1,16,4,2,0.822
40,0.1,16,4,2,0.833
41,0.1,16,4,2,0.846
42,0.1,16,4,2,0.852
43,0.1,16,4,2,0.864
44,0.1,16,4,2,0.875
45,0.1,16,4,2,0.879
46,0.1,16,4,2,0.885
47,0.1,16,4,2,0.893
48,0.1,16,4,2,0.897
49,0.1,16,4,2,0.9
50,0.1,16,4,2,0.904
51,0.1,16,4,2,0.907
52,0.1,16,4,2,0.912
53,0.1,16,4,2,0.917
54,0.1,16,4,2,0.923
55,0.1,16,4,2,0.926
56,0.1,16,4,2,0.933
57,0.1,16,4,2,0.936
58,0.1,16,4,2,0.9440000000000001
59,0.1,16,4,2,0.948
60,0.1,16,4,2,0.953
61,0.1,16,4,2,0.956
62,0.1,16,4,2,0.96
63,0.1,16,4,2,0.964
64,0.1,16,4,2,0.965
65,0.1,16,4,2,0.968
66,0.1,16,4,2,0.969
67,0.1,16,4,2,0.97
68,0.1,16,4,2,0.972
69,0.1,16,4,2,0.973
70,0.1,16,4,2,0.974
71,0.1,16,4,2,0.976
72,0.1,16,4,2,0.978
73,0.1,16,4,2,0.98
74,0.1,16,4,2,0.981
75,0.1,16,4,2,0.982
76,0.1,16,4,2,0.984
77,0.1,16,4,2,0.985
78,0.1,16,4,2,0.987
79,0.1,16,4,2,0.988
80,0.1,16,4,2,0.988
81,0.1,16,4,2,0.989
82,0.1,16,4,2,0.99
83,0.1,16,4,2,0.99
84,0.1,16,4,2,0.99
85,0.1,16,4,2,0.99
86,0.1,16,4,2,0.991
87,0.1,16,4,2,0.994
88,0.1,16,4,2,0.994
89,0.1,16,4,2,0.995
90,0.1,16,4,2,0.995
91,0.1,16,4,2,0.996
92,0.1,16,4,2,0.996
93,0.1,16,4,2,0.997
94,0.1,16,4,2,1
95,0.1,16,4,2,1
96,0.1,16,4,2,1
97,0.1,16,4,2,1
98,0.1,16,4,2,1
99,0.1,16,4,2,1
100,0.1,16,4,2,1
1,0.2,16,4,2,0
2,0.2,16,4,2,0.097
3,0.2,16,4,2,0.176
4,0.2,16,4,2,0.26
5,0.2,16,4,2,0.327
6,0.2,16,4,2,0.396
7,0.2,16,4,2,0.455
8,0.2,16,4,2,0.506
9,0.2,16,4,2,0.539
10,0.2,16,4,2,0.59
11,0.2,16,4,2,0.626
12,0.2,16,4,2,0.661
13,0.2,16,4,2,0.684
14,0.2,16,4,2,0.719
15,0.2,16,4,2,0.741
16,0.2,16,4,2,0.773
17,0.2,16,4,2,0.797
18,0.2,16,4,2,0.8170000000000001
19,0.2,16,4,2,0.833
20,0.2,16,4,2,0.848
21,0.2,16,4,2,0.858
22,0.2,16,4,2,0.872
23,0.2,16,4,2,0.885
24,0.2,16,4,2,0.895
25,0.2,16,4,2,0.903
26,0.2,16,4,2,0.909
27,0.2,16,4,2,0.915
28,0.2,16,4,2,0.922
29,0.2,16,4,2,0.931
30,0.2,16,4,2,0.935
31,0.2,16,4,2,0.9430000000000001
32,0.2,16,4,2,0.9520000000000001
33,0.2,16,4,2,0.956
34,0.2,16,4,2,0.958
35,0.2,16,4,2,0.963
36,0.2,16,4,2,0.965
37,0.2,16,4,2,0.968
38,0.2,16,4,2,0.972
39,0.2,16,4,2,0.974
40,0.2,16,4,2,0.977
41,0.2,16,4,2,0.979
42,0.2,16,4,2,0.98
43,0.2,16,4,2,0.982
44,0.2,16,4,2,0.983
45,0.2,16,4,2,0.984
46,0.2,16,4,2,0.985
47,0.2,16,4,2,0.985
48,0.2,16,4,2,0.985
49,0.2,16,4,2,0.987
50,0.2,16,4,2,0.987
51,0.2,16,4,2,0.988
52,0.2,16,4,2,0.989
53,0.2,16,4,2,0.989
54,0.2,16,4,2,0.989
55,0.2,16,4,2,0.989
56,0.2,16,4,2,0.99
57,0.2,16,4,2,0.991
58,0.2,16,4,2,0.991
59,0.2,16,4,2,0.991
60,0.2,16,4,2,0.991
61,0.2,16,4,2,0.991
62,0.2,16,4,2,0.991
63,0.2,16,4,2,0.992
64,0.2,16,4,2,0.993
65,0.2,16,4,2,0.993
66,0.2,16,4,2,0.995
67,0.2,16,4,2,0.996
68,0.2,16,4,2,0.996
69,0.2,16,4,2,0.996
70,0.2,16,4,2,0.996
71,0.2,16,4,2,0.997
72,0.2,16,4,2,0.999
73,0.2,16,4,2,0.999
74,0.2,16,4,2,0.999
75,0.2,16,4,2,0.999
76,0.2,16,4,2,0.999
77,0.2,16,4,2,0.999
78,0.2,16,4,2,0.999
79,0.2,16,4,2,0.999
80,0.2,16,4,2,0.999
81,0.2,16,4,2,0.999
82,0.2,16,4,2,0.999
83,0.2,16,4,2,0.999
84,0.2,16,4,2,0.999
85,0.2,16,4,2,0.999
86,0.2,16,4,2,0.999
87,0.2,16,4,2,0.999
88,0.2,16,4,2,0.999
89,0.2,16,4,2,1
90,0.2,16,4,2,1
91,0.2,16,4,2,1
92,0.2,16,4,2,1
93,0.2,16,4,2,1
94,0.2,16,4,2,1
95,0.2,16,4,2,1
96,0.2,16,4,2,1
97,0.2,16,4,2,1
98,0.2,16,4,2,1
99,0.2,16,4,2,1
100,0.2,16,4,2,1
1,0.3,16,4,2,0
2,0.3,16,4,2,0.1
3,0.3,16,4,2,0.224
4,0.3,16,4,2,0.325
5,0.3,16,4,2,0.40800000000000003
6,0.3,16,4,2,0.479
7,0.3,16,4,2,0.536
8,0.3,16,4,2,0.598
9,0.3,16,4,2,0.657
10,0.3,16,4,2,0.706
11,0.3,16,4,2,0.749
12,0.3,16,4,2,0.782
13,0.3,16,4,2,0.804
14,0.3,16,4,2,0.829
15,0.3,16,4,2,0.849
16,0.3,16,4,2,0.873
17,0.3,16,4,2,0.888
18,0.3,16,4,2,0.898
19,0.3,16,4,2,0.913
20,0.3,16,4,2,0.925
21,0.3,16,4,2,0.9410000000000001
22,0.3,16,4,2,0.952
23,0.3,16,4,2,0.96
24,0.3,16,4,2,0.963
25,0.3,16,4,2,0.966
26,0.3,16,4,2,0.971
27,0.3,16,4,2,0.977
28,0.3,16,4,2,0.982
29,0.3,16,4,2,0.984
30,0.3,16,4,2,0.985
31,0.3,16,4,2,0.989
32,0.3,16,4,2,0.993
33,0.3,16,4,2,0.993
34,0.3,16,4,2,0.993
35,0.3,16,4,2,0.993
36,0.3,16,4,2,0.994
37,0.3,16,4,2,0.995
38,0.3,16,4,2,0.995
39,0.3,16,4,2,0.995
40,0.3,16,4,2,0.995
41,0.3,16,4,2,0.997
42,0.3,16,4,2,0.997
43,0.3,16,4,2,0.997
44,0.3,16,4,2,0.997
45,0.3,16,4,2,0.997
46,0.3,16,4,2,0.997
47,0.3,16,4,2,0.997
48,0.3,16,4,2,0.997
49,0.3,16,4,2,0.997
50,0.3,16,4,2,0.997
51,0.3,16,4,2,0.997
52,0.3,16,4,2,0.998
53,0.3,16,4,2,0.999
54,0.3,16,4,2,0.999
55,0.3,16,4,2,1
56,0.3,16,4,2,1
57,0.3,16,4,2,1
58,0.3,16,4,2,1
59,0.3,16,4,2,1
60,0.3,16,4,2,1
61,0.3,16,4,2,1
62,0.3,16,4,2,1
63,0.3,16,4,2,1
64,0.3,16,4,2,1
65,0.3,16,4,2,1
66,0.3,16,4,2,1
67,0.3,16,4,2,1
68,0.3,16,4,2,1
69,0.3,16,4,2,1
70,0.3,16,4,2,1
71,0.3,16,4,2,1
72,0.3,16,4,2,1
73,0.3,16,4,2,1
74,0.3,16,4,2,1
75,0.3,16,4,2,1
76,0.3,16,4,2,1
77,0.3,16,4,2,1
78,0.3,16,4,2,1
79,0.3,16,4,2,1
80,0.3,16,4,2,1
81,0.3,16,4,2,1
82,0.3,16,4,2,1
83,0.3,16,4,2,1
84,0.3,16,4,2,1
85,0.3,16,4,2,1
86,0.3,16,4,2,1
87,0.3,16,4,2,1
88,0.3,16,4,2,1
89,0.3,16,4,2,1
90,0.3,16,4,2,1
91,0.3,16,4,2,1
92,0.3,16,4,2,1
93,0.3,16,4,2,1
94,0.3,16,4,2,1
95,0.3,16,4,2,1
96,0.3,16,4,2,1
97,0.3,16,4,2,1
98,0.3,16,4,2,1
99,0.3,16,4,2,1
100,0.3,16,4,2,1
1,0.4,16,4,2,0
2,0.4,16,4,2,0.11
3,0.4,16,4,2,0.278
4,0.4,16,4,2,0.389
5,0.4,16,4,2,0.492
6,0.4,16,4,2,0.5740000000000001
7,0.4,16,4,2,0.642
8,0.4,16,4,2,0.7090000000000001
9,0.4,16,4,2,0.759
10,0.4,16,4,2,0.801
11,0.4,16,4,2,0.8320000000000001
12,0.4,16,4,2,0.859
13,0.4,16,4,2,0.883
14,0.4,16,4,2,0.904
15,0.4,16,4,2,0.919
16,0.4,16,4,2,0.9380000000000001
17,0.4,16,4,2,0.9490000000000001
18,0.4,16,4,2,0.9590000000000001
19,0.4,16,4,2,0.969
20,0.4,16,4,2,0.975
21,0.4,16,4,2,0.979
22,0.4,16,4,2,0.982
23,0.4,16,4,2,0.986
24,0.4,16,4,2,0.986
25,0.4,16,4,2,0.988
26,0.4,16,4,2,0.989
27,0.4,16,4,2,0.992
28,0.4,16,4,2,0.992
29,0.4,16,4,2,0.995
30,0.4,16,4,2,0.996
31,0.4,16,4,2,0.997
32,0.4,16,4,2,0.997
33,0.4,16,4,2,0.998
34,0.4,16,4,2,0.998
35,0.4,16,4,2,0.998
36,0.4,16,4,2,0.998
37,0.4,16,4,2,1
38,0.4,16,4,2,1
39,0.4,16,4,2,1
40,0.4,16,4,2,1
41,0.4,16,4,2,1
42,0.4,16,4,2,1
43,0.4,16,4,2,1
44,0.4,16,4,2,1
45,0.4,16,4,2,1
46,0.4,16,4,2,1
47,0.4,16,4,2,1
48,0.4,16,4,2,1
49,0.4,16,4,2,1
50,0.4,16,4,2,1
51,0.4,16,4,2,1
52,0.4,16,4,2,1
53,0.4,16,4,2,1
54,0.4,16,4,2,1
55,0.4,16,4,2,1
56,0.4,16,4,2,1
57,0.4,16,4,2,1
58,0.4,16,4,2,1
59,0.4,16,4,2,1
60,0.4,16,4,2,1
61,0.4,16,4,2,1
62,0.4,16,4,2,1
63,0.4,16,4,2,1
64,0.4,16,4,2,1
65,0.4,16,4,2,1
66,0.4,16,4,2,1
67,0.4,16,4,2,1
68,0.4,16,4,2,1
69,0.4,16,4,2,1
70,0.4,16,4,2,1
71,0.4,16,4,2,1
72,0.4,16,4,2,1
73,0.4,16,4,2,1
74,0.4,16,4,2,1
75,0.4,16,4,2,1
76,0.4,16,4,2,1
77,0.4,16,4,2,1
78,0.4,16,4,2,1
79,0.4,16,4,2,1
80,0.4,16,4,2,1
81,0.4,16,4,2,1
82,0.4,16,4,2,1
83,0.4,16,4,2,1
84,0.4,16,4,2,1
85,0.4,16,4,2,1
86,0.4,16,4,2,1
87,0.4,16,4,2,1
88,0.4,16,4,2,1
89,0.4,16,4,2,1
90,0.4,16,4,2,1
91,0.4,16,4,2,1
92,0.4,16,4,2,1
93,0.4,16,4,2,1
94,0.4,16,4,2,1
95,0.4,16,4,2,1
96,0.4,16,4,2,1
97,0.4,16,4,2,1
98,0.4,16,4,2,1
99,0.4,16,4,2,1
100,0.4,16,4,2,1
1,0.5,16,4,2,0
2,0.5,16,4,2,0.143
3,0.5,16,4,2,0.31699999999999995
4,0.5,16,4,2,0.472
5,0.5,16,4,2,0.593
6,0.5,16,4,2,0.6769999999999999
7,0.5,16,4,2,0.751
8,0.5,16,4,2,0.7979999999999999
9,0.5,16,4,2,0.851
10,0.5,16,4,2,0.883
11,0.5,16,4,2,0.9079999999999999
12,0.5,16,4,2,0.9329999999999999
13,0.5,16,4,2,0.941
14,0.5,16,4,2,0.949
15,0.5,16,4,2,0.959
16,0.5,16,4,2,0.968
17,0.5,16,4,2,0.976
18,0.5,16,4,2,0.979
19,0.5,16,4,2,0.983
20,0.5,16,4,2,0.986
21,0.5,16,4,2,0.987
22,0.5,16,4,2,0.989
23,0.5,16,4,2,0.992
24,0.5,16,4,2,0.992
25,0.5,16,4,2,0.993
26,0.5,16,4,2,0.994
27,0.5,16,4,2,0.997
28,0.5,16,4,2,0.997
29,0.5,16,4,2,0.999
30,0.5,16,4,2,0.999
31,0.5,16,4,2,0.999
32,0.5,16,4,2,0.999
33,0.5,16,4,2,0.999
34,0.5,16,4,2,0.999
35,0.5,16,4,2,0.999
36,0.5,16,4,2,0.999
37,0.5,16,4,2,0.999
38,0.5,16,4,2,1
39,0.5,16,4,2,1
40,0.5,16,4,2,1
41,0.5,16,4,2,1
42,0.5,16,4,2,1
43,0.5,16,4,2,1
44,0.5,16,4,2,1
45,0.5,16,4,2,1
46,0.5,16,4,2,1
47,0.5,16,4,2,1
48,0.5,16,4,2,1
49,0.5,16,4,2,1
50,0.5,16,4,2,1
51,0.5,16,4,2,1
52,0.5,16,4,2,1
53,0.5,16,4,2,1
54,0.5,16,4,2,1
55,0.5,16,4,2,1
56,0.5,16,4,2,1
57,0.5,16,4,2,1
58,0.5,16,4,2,1
59,0.5,16,4,2,1
60,0.5,16,4,2,1
61,0.5,16,4,2,1
62,0.5,16,4,2,1
63,0.5,16,4,2,1
64,0.5,16,4,2,1
65,0.5,16,4,2,1
66,0.5,16,4,2,1
67,0.5,16,4,2,1
68,0.5,16,4,2,1
69,0.5,16,4,2,1
70,0.5,16,4,2,1
71,0.5,16,4,2,1
72,0.5,16,4,2,1
73,0.5,16,4,2,1
74,0.5,16,4,2,1
75,0.5,16,4,2,1
76,0.5,16,4,2,1
77,0.5,16,4,2,1
78,0.5,16,4,2,1
79,0.5,16,4,2,1
80,0.5,16,4,2,1
81,0.5,16,4,2,1
82,0.5,16,4,2,1
83,0.5,16,4,2,1
84,0.5,16,4,2,1
85,0.5,16,4,2,1
86,0.5,16,4,2,1
87,0.5,16,4,2,1
88,0.5,16,4,2,1
89,0.5,16,4,2,1
90,0.5,16,4,2,1
91,0.5,16,4,2,1
92,0.5,16,4,2,1
93,0.5,16,4,2,1
94,0.5,16,4,2,1
95,0.5,16,4,2,1
96,0.5,16,4,2,1
97,0.5,16,4,2,1
98,0.5,16,4,2,1
99,0.5,16,4,2,1
100,0.5,16,4,2,1
1,0.6,16,4,2,0
2,0.6,16,4,2,0.122
3,0.6,16,4,2,0.33699999999999997
4,0.6,16,4,2,0.499
5,0.6,16,4,2,0.61
6,0.6,16,4,2,0.699
7,0.6,16,4,2,0.772
8,0.6,16,4,2,0.822
9,0.6,16,4,2,0.86
10,0.6,16,4,2,0.894
11,0.6,16,4,2,0.91
12,0.6,16,4,2,0.929
13,0.6,16,4,2,0.939
14,0.6,16,4,2,0.954
15,0.6,16,4,2,0.965
16,0.6,16,4,2,0.976
17,0.6,16,4,2,0.983
18,0.6,16,4,2,0.988
19,0.6,16,4,2,0.99
20,0.6,16,4,2,0.992
21,0.6,16,4,2,0.994
22,0.6,16,4,2,0.995
23,0.6,16,4,2,0.996
24,0.6,16,4,2,0.997
25,0.6,16,4,2,0.998
26,0.6,16,4,2,0.998
27,0.6,16,4,2,0.999
28,0.6,16,4,2,0.999
29,0.6,16,4,2,0.999
30,0.6,16,4,2,0.999
31,0.6,16,4,2,0.999
32,0.6,16,4,2,0.999
33,0.6,16,4,2,0.999
34,0.6,16,4,2,1
35,0.6,16,4,2,1
36,0.6,16,4,2,1
37,0.6,16,4,2,1
38,0.6,16,4,2,1
39,0.6,16,4,2,1
40,0.6,16,4,2,1
41,0.6,16,4,2,1
42,0.6,16,4,2,1
43,0.6,16,4,2,1
44,0.6,16,4,2,1
45,0.6,16,4,2,1
46,0.6,16,4,2,1
47,0.6,16,4,2,1
48,0.6,16,4,2,1
49,0.6,16,4,2,1
50,0.6,16,4,2,1
51,0.6,16,4,2,1
52,0.6,16,4,2,1
53,0.6,16,4,2,1
54,0.6,16,4,2,1
55,0.6,16,4,2,1
56,0.6,16,4,2,1
57,0.6,16,4,2,1
58,0.6,16,4,2,1
59,0.6,16,4,2,1
60,0.6,16,4,2,1
61,0.6,16,4,2,1
62,0.6,16,4,2,1
63,0.6,16,4,2,1
64,0.6,16,4,2,1
65,0.6,16,4,2,1
66,0.6,16,4,2,1
67,0.6,16,4,2,1
68,0.6,16,4,2,1
69,0.6,16,4,2,1
70,0.6,16,4,2,1
71,0.6,16,4,2,1
72,0.6,16,4,2,1
73,0.6,16,4,2,1
74,0.6,16,4,2,1
75,0.6,16,4,2,1
76,0.6,16,4,2,1
77,0.6,16,4,2,1
78,0.6,16,4,2,1
79,0.6,16,4,2,1
80,0.6,16,4,2,1
81,0.6,16,4,2,1
82,0.6,16,4,2,1
83,0.6,16,4,2,1
84,0.6,16,4,2,1
85,0.6,16,4,2,1
86,0.6,16,4,2,1
87,0.6,16,4,2,1
88,0.6,16,4,2,1
89,0.6,16,4,2,1
90,0.6,16,4,2,1
91,0.6,16,4,2,1
92,0.6,16,4,2,1
93,0.6,16,4,2,1
94,0.6,16,4,2,1
95,0.6,16,4,2,1
96,0.6,16,4,2,1
97,0.6,16,4,2,1
98,0.6,16,4,2,1
99,0.6,16,4,2,1
100,0.6,16,4,2,1
1,0.7,16,4,2,0
2,0.7,16,4,2,0.103
3,0.7,16,4,2,0.346
4,0.7,16,4,2,0.537
5,0.7,16,4,2,0.663
6,0.7,16,4,2,0.756
7,0.7,16,4,2,0.804
8,0.7,16,4,2,0.867
9,0.7,16,4,2,0.904
10,0.7,16,4,2,0.924
11,0.7,16,4,2,0.942
12,0.7,16,4,2,0.962
13,0.7,16,4,2,0.968
14,0.7,16,4,2,0.975
15,0.7,16,4,2,0.982
16,0.7,16,4,2,0.989
17,0.7,16,4,2,0.991
18,0.7,16,4,2,0.992
19,0.7,16,4,2,0.994
20,0.7,16,4,2,0.995
21,0.7,16,4,2,0.996
22,0.7,16,4,2,0.999
23,0.7,16,4,2,0.999
24,0.7,16,4,2,0.999
25,0.7,16,4,2,0.999
26,0.7,16,4,2,1
27,0.7,16,4,2,1
28,0.7,16,4,2,1
29,0.7,16,4,2,1
30,0.7,16,4,2,1
31,0.7,16,4,2,1
32,0.7,16,4,2,1
33,0.7,16,4,2,1
34,0.7,16,4,2,1
35,0.7,16,4,2,1
36,0.7,16,4,2,1
37,0.7,16,4,2,1
38,0.7,16,4,2,1
39,0.7,16,4,2,1
40,0.7,16,4,2,1
41,0.7,16,4,2,1
42,0.7,16,4,2,1
43,0.7,16,4,2,1
44,0.7,16,4,2,1
45,0.7,16,4,2,1
46,0.7,16,4,2,1
47,0.7,16,4,2,1
48,0.7,16,4,2,1
49,0.7,16,4,2,1
50,0.7,16,4,2,1
51,0.7,16,4,2,1
52,0.7,16,4,2,1
53,0.7,16,4,2,1
54,0.7,16,4,2,1
55,0.7,16,4,2,1
56,0.7,16,4,2,1
57,0.7,16,4,2,1
58,0.7,16,4,2,1
59,0.7,16,4,2,1
60,0.7,16,4,2,1
61,0.7,16,4,2,1
62,0.7,16,4,2,1
63,0.7,16,4,2,1
64,0.7,16,4,2,1
65,0.7,16,4,2,1
66,0.7,16,4,2,1
67,0.7,16,4,2,1
68,0.7,16,4,2,1
69,0.7,16,4,2,1
70,0.7,16,4,2,1
71,0.7,16,4,2,1
72,0.7,16,4,2,1
73,0.7,16,4,2,1
74,0.7,16,4,2,1
75,0.7,16,4,2,1
76,0.7,16,4,2,1
77,0.7,16,4,2,1
78,0.7,16,4,2,1
79,0.7,16,4,2,1
80,0.7,16,4,2,1
81,0.7,16,4,2,1
82,0.7,16,4,2,1
83,0.7,16,4,2,1
84,0.7,16,4,2,1
85,0.7,16,4,2,1
86,0.7,16,4,2,1
87,0.7,16,4,2,1
88,0.7,16,4,2,1
89,0.7,16,4,2,1
90,0.7,16,4,2,1
91,0.7,16,4,2,1
92,0.7,16,4,2,1
93,0.7,16,4,2,1
94,0.7,16,4,2,1
95,0.7,16,4,2,1
96,0.7,16,4,2,1
97,0.7,16,4,2,1
98,0.7,16,4,2,1
99,0.7,16,4,2,1
100,0.7,16,4,2,1
1,0.8,16,4,2,0
2,0.8,16,4,2,0.081
3,0.8,16,4,2,0.379
4,0.8,16,4,2,0.573
5,0.8,16,4,2,0.702
6,0.8,16,4,2,0.786
7,0.8,16,4,2,0.87
8,0.8,16,4,2,0.916
9,0.8,16,4,2,0.9380000000000001
10,0.8,16,4,2,0.955
11,0.8,16,4,2,0.972
12,0.8,16,4,2,0.979
13,0.8,16,4,2,0.985
14,0.8,16,4,2,0.988
15,0.8,16,4,2,0.993
16,0.8,16,4,2,0.995
17,0.8,16,4,2,0.997
18,0.8,16,4,2,0.998
19,0.8,16,4,2,0.998
20,0.8,16,4,2,0.999
21,0.8,16,4,2,0.999
